Horizon started successfully.
[2019-05-13 23:32:53][3756] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:32:53][3757] Processing: App\Jobs\ProcessDois
[2019-05-13 23:32:53][3757] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:32:53][3758] Processing: App\Jobs\ProcessDois
[2019-05-13 23:32:54][3758] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:32:54][3759] Processing: App\Jobs\ProcessDois
[2019-05-13 23:32:55][3759] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:32:55][3760] Processing: App\Jobs\ProcessDois
[2019-05-13 23:32:56][3760] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:32:56][3761] Processing: App\Jobs\ProcessDois
[2019-05-13 23:32:56][3761] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:32:56][3762] Processing: App\Jobs\ProcessDois
[2019-05-13 23:32:57][3762] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:32:57][3763] Processing: App\Jobs\ProcessDois
[2019-05-13 23:32:58][3763] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:32:58][3764] Processing: App\Jobs\ProcessDois
[2019-05-13 23:32:58][3764] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:32:58][3765] Processing: App\Jobs\ProcessDois
[2019-05-13 23:32:59][3765] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:32:59][3766] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:00][3766] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:00][3767] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:00][3767] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:00][3768] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:01][3768] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:01][3769] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:02][3769] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:02][3770] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:02][3770] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:02][3771] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:03][3771] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:03][3772] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:04][3772] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:04][3773] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:04][3773] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:04][3774] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:05][3774] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:05][3775] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:06][3775] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:06][3776] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:06][3776] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:06][3777] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:07][3777] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:07][3778] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:08][3778] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:08][3779] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:08][3779] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:08][3780] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:09][3780] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:09][3781] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:10][3781] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:10][3782] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:10][3782] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:10][3783] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:11][3783] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:11][3784] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:12][3784] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:12][3785] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:12][3785] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:12][3786] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:13][3786] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:13][3787] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:14][3787] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:14][3788] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:14][3788] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:14][3789] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:15][3789] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:15][3790] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:16][3790] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:16][3791] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:16][3791] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:16][3792] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:17][3792] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:17][3793] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:18][3793] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:18][3794] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:18][3794] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:18][3795] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:19][3795] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:19][3796] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:19][3796] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:19][3797] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:20][3797] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:20][3798] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:21][3798] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:21][3799] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:21][3799] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:21][3800] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:22][3800] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:22][3801] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:23][3801] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:23][3802] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:23][3802] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:23][3803] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:24][3803] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:24][3804] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:25][3804] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:25][3805] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:25][3805] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:25][3806] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:26][3806] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:26][3807] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:27][3807] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:27][3808] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:27][3808] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:27][3809] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:28][3809] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:28][3810] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:29][3810] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:29][3811] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:29][3811] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:29][3812] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:30][3812] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:30][3813] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:31][3813] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:31][3814] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:31][3814] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:31][3815] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:32][3815] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:32][3816] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:33][3816] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:33][3817] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:33][3817] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:33][3818] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:34][3818] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:34][3819] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:35][3819] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:35][3820] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:35][3820] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:35][3821] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:36][3821] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:36][3822] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:36][3822] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:36][3823] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:37][3823] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:37][3824] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:38][3824] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:38][3825] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:38][3825] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:38][3826] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:39][3826] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:39][3827] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:40][3827] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:40][3828] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:40][3828] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:40][3829] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:41][3829] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:41][3830] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:42][3830] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:42][3831] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:42][3831] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:42][3832] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:43][3832] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:43][3833] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:44][3833] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:44][3834] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:44][3834] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:44][3835] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:45][3835] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:45][3836] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:45][3836] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:45][3837] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:46][3837] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:46][3838] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:47][3838] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:47][3839] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:48][3839] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:48][3840] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:48][3840] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:48][3841] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:49][3841] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:49][3842] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:50][3842] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:50][3843] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:50][3843] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:50][3844] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:51][3844] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:51][3845] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:52][3845] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:52][3846] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:52][3846] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:52][3847] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:53][3847] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:53][3848] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:53][3848] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:53][3849] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:54][3849] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:54][3850] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:55][3850] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:55][3851] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:56][3851] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:56][3852] Processing: App\Jobs\ProcessDois
[2019-05-13 23:33:56][3852] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:33:56][3853] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:00][3853] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:00][3854] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:01][3854] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:01][3855] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:01][3855] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:01][3856] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:02][3856] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:02][3857] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:03][3857] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:03][3858] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:04][3858] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:04][3859] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:04][3859] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:04][3860] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:05][3860] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:05][3861] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:06][3861] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:06][3862] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:06][3862] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:06][3863] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:07][3863] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:07][3864] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:08][3864] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:08][3865] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:08][3865] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:08][3866] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:09][3866] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:09][3867] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:10][3867] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:10][3868] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:10][3868] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:10][3869] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:11][3869] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:11][3870] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:12][3870] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:12][3871] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:13][3871] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:13][3872] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:13][3872] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:13][3873] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:14][3873] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:14][3874] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:15][3874] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:15][3875] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:15][3875] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:15][3876] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:16][3876] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:16][3877] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:17][3877] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:17][3878] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:17][3878] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:17][3879] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:18][3879] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:18][3880] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:19][3880] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:19][3881] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:19][3881] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:19][3882] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:20][3882] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:20][3883] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:21][3883] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:21][3884] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:22][3884] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:22][3885] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:22][3885] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:22][3886] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:23][3886] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:23][3887] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:24][3887] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:24][3888] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:24][3888] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:24][3889] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:25][3889] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:25][3890] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:26][3890] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:26][3891] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:27][3891] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:27][3892] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:28][3892] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:28][3893] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:28][3893] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:28][3894] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:29][3894] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:29][3895] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:30][3895] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:30][3896] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:30][3896] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:30][3897] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:31][3897] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:31][3898] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:31][3898] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:32][3899] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:32][3899] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:32][3900] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:33][3900] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:33][3901] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:34][3901] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:34][3902] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:34][3902] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:34][3903] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:35][3903] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:35][3904] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:36][3904] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:36][3905] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:36][3905] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:36][3906] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:37][3906] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:37][3907] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:38][3907] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:38][3908] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:39][3908] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:39][3909] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:39][3909] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:39][3910] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:40][3910] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:40][3911] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:41][3911] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:41][3912] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:41][3912] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:41][3913] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:42][3913] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:42][3914] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:43][3914] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:43][3915] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:43][3915] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:43][3916] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:44][3916] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:44][3917] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:45][3917] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:45][3918] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:45][3918] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:45][3919] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:46][3919] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:46][3920] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:47][3920] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:47][3921] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:47][3921] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:47][3922] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:48][3922] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:48][3923] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:49][3923] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:49][3924] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:49][3924] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:49][3925] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:50][3925] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:50][3926] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:51][3926] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:51][3927] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:51][3927] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:51][3928] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:52][3928] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:52][3929] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:53][3929] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:53][3930] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:54][3930] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:54][3931] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:54][3931] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:54][3932] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:55][3932] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:55][3933] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:56][3933] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:56][3934] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:56][3934] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:56][3935] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:57][3935] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:57][3936] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:58][3936] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:58][3937] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:58][3937] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:58][3938] Processing: App\Jobs\ProcessDois
[2019-05-13 23:34:59][3938] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:34:59][3939] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:00][3939] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:00][3940] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:01][3940] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:01][3941] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:01][3941] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:01][3942] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:02][3942] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:02][3943] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:03][3943] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:03][3944] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:04][3944] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:04][3945] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:04][3945] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:04][3946] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:05][3946] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:05][3947] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:06][3947] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:06][3948] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:07][3948] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:07][3949] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:08][3949] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:08][3950] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:09][3950] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:09][3951] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:10][3951] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:10][3952] Processing: App\Jobs\ProcessDois
[2019-05-13 23:35:10][3952] Processed:  App\Jobs\ProcessDois
[2019-05-13 23:35:10][3953] Processing: App\Jobs\ProcessDois
